"district","grade","subject","adv_per_14","ni_per_14","pro_per_14","total_perf_14","wf_per_14"
"Berkshire Arts and Technology Charter Public (District)","07","e",3,32,62,68,3
"Berkshire Arts and Technology Charter Public (District)","07","m",10,41,28,68,21
"Berkshire Arts and Technology Charter Public (District)","08","e",12,15,72,60,2
"Berkshire Arts and Technology Charter Public (District)","08","m",23,23,40,60,13
"Berkshire Arts and Technology Charter Public (District)","08","s",2,39,47,59,12
"Berkshire Arts and Technology Charter Public (District)","10","e",56,0,44,32,0
"Berkshire Arts and Technology Charter Public (District)","10","m",69,9,22,32,0
"Berkshire Arts and Technology Charter Public (District)","10","s",40,12,48,25,0
"Berkshire Arts and Technology Charter Public (District)","AL","e",15,22,60,225,3
"Berkshire Arts and Technology Charter Public (District)","AL","m",27,28,31,224,15
"Berkshire Arts and Technology Charter Public (District)","AL","s",13,31,48,84,8
"Berkshire Hills","03","e",9,48,35,95,7
"Berkshire Hills","03","m",12,34,38,95,17
"Berkshire Hills","04","e",24,24,46,92,7
"Berkshire Hills","04","m",17,40,37,92,5
"Berkshire Hills","05","e",8,25,51,96,16
"Berkshire Hills","05","m",24,28,32,95,16
"Berkshire Hills","05","s",17,36,35,95,13
"Berkshire Hills","06","e",18,27,49,94,6
"Berkshire Hills","06","m",24,29,32,93,15
"Berkshire Hills","07","e",4,13,80,100,3
"Berkshire Hills","07","m",10,33,24,102,33
"Berkshire Hills","08","e",17,8,75,107,0
"Berkshire Hills","08","m",10,35,48,107,7
"Berkshire Hills","08","s",3,52,40,106,6
"Berkshire Hills","10","e",52,7,41,143,1
"Berkshire Hills","10","m",52,16,28,141,5
"Berkshire Hills","10","s",23,27,49,133,1
"Berkshire Hills","AL","e",21,20,53,727,5
"Berkshire Hills","AL","m",23,30,34,725,14
"Berkshire Hills","AL","s",15,37,42,334,6
"Berlin","03","e",12,32,40,25,16
"Berlin","03","m",20,28,40,25,12
"Berlin","04","e",3,45,48,31,3
"Berlin","04","m",13,42,45,31,0
"Berlin","05","e",24,30,42,33,3
"Berlin","05","m",24,24,39,33,12
"Berlin","05","s",15,36,42,33,6
"Berlin","AL","e",13,36,44,89,7
"Berlin","AL","m",19,31,42,89,8
"Berlin","AL","s",15,36,42,33,6
"Berlin-Boylston","06","e",14,28,57,86,1
"Berlin-Boylston","06","m",30,30,35,86,5
"Berlin-Boylston","07","e",15,12,72,82,1
"Berlin-Boylston","07","m",22,20,46,82,12
"Berlin-Boylston","08","e",17,11,66,90,7
"Berlin-Boylston","08","m",18,27,36,89,19
"Berlin-Boylston","08","s",12,29,49,89,9
"Berlin-Boylston","10","e",65,0,35,71,0
"Berlin-Boylston","10","m",67,6,26,72,1
"Berlin-Boylston","10","s",43,3,54,65,0
"Berlin-Boylston","AL","e",26,13,58,329,2
"Berlin-Boylston","AL","m",33,21,36,329,10
"Berlin-Boylston","AL","s",25,18,51,154,5
"Beverly","03","e",13,31,48,350,7
"Beverly","03","m",37,19,36,350,8
"Beverly","04","e",11,37,43,345,10
"Beverly","04","m",18,35,37,351,10
"Beverly","05","e",18,22,50,283,9
"Beverly","05","m",30,18,38,287,13
"Beverly","05","s",16,38,35,327,12
"Beverly","06","e",28,16,51,312,5
"Beverly","06","m",24,26,36,313,14
"Beverly","07","e",14,18,65,291,3
"Beverly","07","m",21,26,36,292,17
"Beverly","08","e",25,7,60,345,7
"Beverly","08","m",22,26,35,344,17
"Beverly","08","s",5,35,49,344,12
"Beverly","10","e",44,6,47,339,3
"Beverly","10","m",53,17,23,342,8
"Beverly","10","s",39,16,42,320,3
"Beverly","AL","e",22,20,52,2265,6
"Beverly","AL","m",30,24,34,2279,12
"Beverly","AL","s",19,30,42,991,9
"Billerica","03","e",9,36,46,412,8
"Billerica","03","m",20,26,44,411,11
"Billerica","04","e",7,35,49,410,9
"Billerica","04","m",19,38,37,410,7
"Billerica","05","e",14,29,48,391,9
"Billerica","05","m",26,28,33,391,13
"Billerica","05","s",9,46,31,391,13
"Billerica","06","e",20,20,54,492,6
"Billerica","06","m",22,30,38,495,10
"Billerica","07","e",10,18,68,439,4
"Billerica","07","m",14,32,34,442,20
"Billerica","08","e",16,13,68,474,3
"Billerica","08","m",16,35,32,475,17
"Billerica","08","s",4,44,40,475,11
"Billerica","10","e",52,4,43,293,1
"Billerica","10","m",66,10,22,293,2
"Billerica","10","s",51,9,40,282,1
"Billerica","AL","e",17,22,55,2911,6
"Billerica","AL","m",24,29,35,2917,12
"Billerica","AL","s",17,36,37,1148,9
"Blackstone Valley Regional Vocational Technical","10","e",43,2,55,293,0
"Blackstone Valley Regional Vocational Technical","10","m",72,6,21,295,2
"Blackstone Valley Regional Vocational Technical","10","s",40,9,50,284,1
"Blackstone Valley Regional Vocational Technical","AL","e",43,2,55,293,0
"Blackstone Valley Regional Vocational Technical","AL","m",72,6,21,295,2
"Blackstone Valley Regional Vocational Technical","AL","s",40,9,50,284,1
"Blackstone-Millville","03","e",8,27,59,147,7
"Blackstone-Millville","03","m",17,27,49,146,6
"Blackstone-Millville","04","e",10,38,40,152,13
"Blackstone-Millville","04","m",13,45,30,151,12
"Blackstone-Millville","05","e",18,22,51,141,9
"Blackstone-Millville","05","m",25,27,39,141,9
"Blackstone-Millville","05","s",16,40,40,141,4
"Blackstone-Millville","06","e",17,17,63,151,4
"Blackstone-Millville","06","m",28,28,37,151,7
"Blackstone-Millville","07","e",4,30,54,156,12
"Blackstone-Millville","07","m",13,31,33,157,22
"Blackstone-Millville","08","e",8,15,70,149,7
"Blackstone-Millville","08","m",13,31,40,147,16
"Blackstone-Millville","08","s",3,43,39,147,14
"Blackstone-Millville","10","e",48,6,46,119,0
"Blackstone-Millville","10","m",60,9,27,120,4
"Blackstone-Millville","10","s",31,9,55,112,4
"Blackstone-Millville","AL","e",15,22,55,1015,7
"Blackstone-Millville","AL","m",23,29,37,1013,11
"Blackstone-Millville","AL","s",16,32,44,400,8
"Blue Hills Regional Vocational Technical","10","e",21,7,72,207,0
"Blue Hills Regional Vocational Technical","10","m",37,23,37,206,3
"Blue Hills Regional Vocational Technical","10","s",15,25,58,195,2
"Blue Hills Regional Vocational Technical","AL","e",21,7,72,207,0
"Blue Hills Regional Vocational Technical","AL","m",37,23,37,206,3
"Blue Hills Regional Vocational Technical","AL","s",15,25,58,195,2
"Boston","03","e",5,43,31,4000,20
"Boston","03","m",19,27,33,4014,20
"Boston","04","e",6,41,25,3929,28
"Boston","04","m",12,40,26,3956,22
"Boston","05","e",8,37,33,3388,22
"Boston","05","m",18,29,23,3405,30
"Boston","05","s",6,40,16,3392,38
"Boston","06","e",8,34,36,3038,22
"Boston","06","m",17,33,21,3047,29
"Boston","07","e",3,32,49,3735,16
"Boston","07","m",9,27,25,3758,40
"Boston","08","e",4,23,59,3725,14
"Boston","08","m",9,31,28,3746,32
"Boston","08","s",0,47,14,3718,38
"Boston","10","e",22,18,54,3645,6
"Boston","10","m",40,24,24,3653,12
"Boston","10","s",14,41,33,3331,12
"Boston","AL","e",8,33,41,25460,18
"Boston","AL","m",18,30,26,25579,26
"Boston","AL","s",6,43,21,10441,30
"Boston Collegiate Charter (District)","05","e",11,38,45,104,6
"Boston Collegiate Charter (District)","05","m",22,25,37,104,16
"Boston Collegiate Charter (District)","05","s",9,45,33,104,13
"Boston Collegiate Charter (District)","06","e",20,25,49,100,6
"Boston Collegiate Charter (District)","06","m",31,18,40,100,11
"Boston Collegiate Charter (District)","07","e",24,3,73,93,0
"Boston Collegiate Charter (District)","07","m",20,34,45,95,1
"Boston Collegiate Charter (District)","08","e",17,4,79,98,0
"Boston Collegiate Charter (District)","08","m",33,21,44,98,2
"Boston Collegiate Charter (District)","08","s",3,32,61,97,4
"Boston Collegiate Charter (District)","10","e",54,0,46,71,0
"Boston Collegiate Charter (District)","10","m",96,1,3,70,0
"Boston Collegiate Charter (District)","10","s",46,3,51,70,0
"Boston Collegiate Charter (District)","AL","e",23,15,59,466,3
"Boston Collegiate Charter (District)","AL","m",37,21,36,467,7
"Boston Collegiate Charter (District)","AL","s",16,30,48,271,7
"Boston Day and Evening Academy Charter (District)","10","e",11,26,59,27,4
"Boston Day and Evening Academy Charter (District)","10","m",19,50,19,26,12
"Boston Day and Evening Academy Charter (District)","10","s",0,50,0,10,50
"Boston Day and Evening Academy Charter (District)","AL","e",11,26,59,27,4
"Boston Day and Evening Academy Charter (District)","AL","m",19,50,19,26,12
"Boston Day and Evening Academy Charter (District)","AL","s",0,50,0,10,50
"Boston Green Academy Horace Mann Charter School (District)","10","e",7,24,66,70,3
"Boston Green Academy Horace Mann Charter School (District)","10","m",10,31,36,70,23
"Boston Green Academy Horace Mann Charter School (District)","10","s",0,57,23,56,20
"Boston Green Academy Horace Mann Charter School (District)","AL","e",7,24,66,70,3
"Boston Green Academy Horace Mann Charter School (District)","AL","m",10,31,36,70,23
"Boston Green Academy Horace Mann Charter School (District)","AL","s",0,57,23,56,20
"Boston Preparatory Charter Public (District)","06","e",9,34,53,58,3
"Boston Preparatory Charter Public (District)","06","m",19,40,34,58,7
"Boston Preparatory Charter Public (District)","07","e",5,31,52,58,12
"Boston Preparatory Charter Public (District)","07","m",12,39,27,59,22
"Boston Preparatory Charter Public (District)","08","e",3,14,81,59,2
"Boston Preparatory Charter Public (District)","08","m",17,31,49,59,3
"Boston Preparatory Charter Public (District)","08","s",0,53,37,59,10
"Boston Preparatory Charter Public (District)","10","e",39,0,61,46,0
"Boston Preparatory Charter Public (District)","10","m",88,0,13,48,0
"Boston Preparatory Charter Public (District)","10","s",25,15,60,48,0
"Boston Preparatory Charter Public (District)","AL","e",13,21,62,221,5
"Boston Preparatory Charter Public (District)","AL","m",31,29,32,224,8
"Boston Preparatory Charter Public (District)","AL","s",11,36,48,107,6
"Boston Renaissance Charter Public (District)","03","e",5,46,43,122,7
"Boston Renaissance Charter Public (District)","03","m",23,25,41,122,11
"Boston Renaissance Charter Public (District)","04","e",16,21,55,146,8
"Boston Renaissance Charter Public (District)","04","m",10,35,42,146,13
"Boston Renaissance Charter Public (District)","05","e",7,30,55,131,8
"Boston Renaissance Charter Public (District)","05","m",15,38,35,131,11
"Boston Renaissance Charter Public (District)","05","s",8,39,40,131,13
"Boston Renaissance Charter Public (District)","06","e",2,33,55,108,10
"Boston Renaissance Charter Public (District)","06","m",21,27,33,108,19
"Boston Renaissance Charter Public (District)","AL","e",8,32,52,507,8
"Boston Renaissance Charter Public (District)","AL","m",17,32,38,507,13
"Boston Renaissance Charter Public (District)","AL","s",8,39,40,131,13
"Bourne","03","e",6,38,48,176,8
"Bourne","03","m",19,20,52,176,9
"Bourne","04","e",12,39,41,177,8
"Bourne","04","m",11,47,32,177,10
"Bourne","05","e",11,36,44,187,9
"Bourne","05","m",18,30,32,188,20
"Bourne","05","s",10,43,32,188,14
"Bourne","06","e",19,18,57,184,7
"Bourne","06","m",24,25,39,184,12
"Bourne","07","e",12,20,61,173,7
"Bourne","07","m",11,35,30,171,24
"Bourne","08","e",6,11,77,191,6
"Bourne","08","m",6,40,39,191,15
"Bourne","08","s",1,51,40,191,8
"Bourne","10","e",39,4,51,140,5
"Bourne","10","m",48,10,33,141,9
"Bourne","10","s",30,14,49,120,7
"Bourne","AL","e",14,24,54,1228,7
"Bourne","AL","m",18,30,37,1228,14
"Bourne","AL","s",11,39,39,499,10
"Boxborough","03","e",25,15,58,60,2
"Boxborough","03","m",48,20,32,60,0
"Boxborough","04","e",34,14,44,59,8
"Boxborough","04","m",47,12,32,59,8
"Boxborough","05","e",35,3,61,75,1
"Boxborough","05","m",68,4,28,76,0
"Boxborough","05","s",55,11,34,76,0
"Boxborough","06","e",32,11,55,71,1
"Boxborough","06","m",54,18,27,71,1
"Boxborough","AL","e",32,10,55,265,3
"Boxborough","AL","m",55,13,29,266,2
"Boxborough","AL","s",55,11,34,76,0
"Boxford","03","e",17,19,59,111,5
"Boxford","03","m",36,10,48,111,6
"Boxford","04","e",20,23,56,70,1
"Boxford","04","m",42,24,32,115,2
"Boxford","05","e",34,15,50,113,2
"Boxford","05","m",49,15,31,113,5
"Boxford","05","s",39,20,39,112,2
"Boxford","06","e",34,7,58,122,1
"Boxford","06","m",53,10,35,122,2
"Boxford","AL","e",27,15,56,416,2
"Boxford","AL","m",45,15,36,461,4
"Boxford","AL","s",39,20,39,112,2
"Boylston","03","e",14,27,57,51,2
"Boylston","03","m",31,18,49,51,2
"Boylston","04","e",21,35,39,57,5
"Boylston","04","m",20,43,38,56,0
"Boylston","05","e",27,18,50,56,5
"Boylston","05","m",31,25,36,55,7
"Boylston","05","s",24,30,37,54,9
"Boylston","AL","e",21,27,48,164,4
"Boylston","AL","m",27,29,41,162,3
"Boylston","AL","s",24,30,37,54,9
"Braintree","03","e",16,25,56,452,3
"Braintree","03","m",28,18,49,453,5
"Braintree","04","e",22,21,53,445,4
"Braintree","04","m",26,32,38,447,3
"Braintree","05","e",28,17,53,460,2
"Braintree","05","m",41,14,40,461,5
"Braintree","05","s",36,18,42,461,3
"Braintree","06","e",26,14,55,487,5
"Braintree","06","m",36,21,38,487,5
"Braintree","07","e",22,10,64,447,4
"Braintree","07","m",24,25,41,449,11
"Braintree","08","e",24,6,67,468,3
"Braintree","08","m",33,23,38,475,5
"Braintree","08","s",10,32,52,473,6
"Braintree","10","e",56,3,38,392,3
"Braintree","10","m",68,5,24,401,2
"Braintree","10","s",44,10,42,371,4
"Braintree","AL","e",27,14,55,3151,4
"Braintree","AL","m",36,20,39,3173,5
"Braintree","AL","s",29,21,46,1305,4
"Brewster","03","e",15,25,51,73,10
"Brewster","03","m",32,19,41,73,8
"Brewster","04","e",15,20,56,66,9
"Brewster","04","m",23,33,35,66,9
"Brewster","05","e",22,26,49,77,3
"Brewster","05","m",42,22,29,78,6
"Brewster","05","s",32,26,38,78,4
"Brewster","AL","e",18,24,52,216,7
"Brewster","AL","m",33,24,35,217,8
"Brewster","AL","s",32,26,38,78,4
"Bridgewater-Raynham","03","e",17,27,49,418,7
"Bridgewater-Raynham","03","m",38,19,36,420,6
"Bridgewater-Raynham","04","e",20,29,45,409,6
"Bridgewater-Raynham","04","m",23,29,43,412,5
"Bridgewater-Raynham","05","e",21,27,46,451,7
"Bridgewater-Raynham","05","m",28,23,37,451,12
"Bridgewater-Raynham","05","s",19,32,40,451,8
"Bridgewater-Raynham","06","e",16,18,59,420,7
"Bridgewater-Raynham","06","m",29,28,33,424,11
"Bridgewater-Raynham","07","e",8,16,73,474,4
"Bridgewater-Raynham","07","m",25,21,41,479,13
"Bridgewater-Raynham","08","e",12,10,74,441,4
"Bridgewater-Raynham","08","m",26,24,39,439,11
"Bridgewater-Raynham","08","s",7,40,44,439,9
"Bridgewater-Raynham","10","e",38,8,53,350,2
"Bridgewater-Raynham","10","m",58,10,25,353,6
"Bridgewater-Raynham","10","s",30,13,53,324,4
"Bridgewater-Raynham","AL","e",18,19,57,2963,5
"Bridgewater-Raynham","AL","m",32,22,37,2978,9
"Bridgewater-Raynham","AL","s",18,30,45,1214,7
"Brimfield","03","e",17,10,70,30,3
"Brimfield","03","m",60,10,27,30,3
"Brimfield","04","e",8,45,39,38,8
"Brimfield","04","m",32,37,29,38,3
"Brimfield","05","e",33,15,52,33,0
"Brimfield","05","m",50,15,35,34,0
"Brimfield","05","s",68,15,18,34,0
"Brimfield","06","e",15,17,64,47,4
"Brimfield","06","m",53,19,26,47,2
"Brimfield","AL","e",18,22,56,148,4
"Brimfield","AL","m",48,21,29,149,2
"Brimfield","AL","s",68,15,18,34,0
"Bristol County Agricultural","10","e",39,3,57,115,0
"Bristol County Agricultural","10","m",67,6,25,115,2
"Bristol County Agricultural","10","s",36,9,55,113,0
"Bristol County Agricultural","AL","e",39,3,57,115,0
"Bristol County Agricultural","AL","m",67,6,25,115,2
"Bristol County Agricultural","AL","s",36,9,55,113,0
"Bristol-Plymouth Regional Vocational Technical","10","e",22,7,71,327,0
"Bristol-Plymouth Regional Vocational Technical","10","m",44,18,36,329,2
"Bristol-Plymouth Regional Vocational Technical","10","s",11,38,50,308,1
"Bristol-Plymouth Regional Vocational Technical","AL","e",22,7,71,327,0
"Bristol-Plymouth Regional Vocational Technical","AL","m",44,18,36,329,2
"Bristol-Plymouth Regional Vocational Technical","AL","s",11,38,50,308,1
"Brockton","03","e",2,47,28,1332,23
"Brockton","03","m",11,30,33,1334,25
"Brockton","04","e",3,44,27,1268,25
"Brockton","04","m",7,46,22,1278,25
"Brockton","05","e",4,41,34,1270,21
"Brockton","05","m",13,34,26,1270,28
"Brockton","05","s",5,46,16,1269,33
"Brockton","06","e",4,39,38,1270,19
"Brockton","06","m",10,34,26,1270,30
"Brockton","07","e",3,34,53,1291,10
"Brockton","07","m",6,30,23,1293,41
"Brockton","08","e",4,25,62,1248,10
"Brockton","08","m",4,37,27,1250,31
"Brockton","08","s",0,48,20,1246,32
"Brockton","10","e",29,14,53,1080,4
"Brockton","10","m",37,24,25,1074,14
"Brockton","10","s",13,32,44,965,11
"Brockton","AL","e",7,35,42,8759,16
"Brockton","AL","m",12,34,26,8769,28
"Brockton","AL","s",6,43,25,3480,26
"Brooke Charter School East Boston (District)","05","e",33,14,51,57,2
"Brooke Charter School East Boston (District)","05","m",45,18,30,56,7
"Brooke Charter School East Boston (District)","05","s",38,16,45,56,2
"Brooke Charter School East Boston (District)","06","e",35,2,61,46,2
"Brooke Charter School East Boston (District)","06","m",91,0,7,45,2
"Brooke Charter School East Boston (District)","AL","e",34,9,55,103,2
"Brooke Charter School East Boston (District)","AL","m",65,10,20,101,5
"Brooke Charter School East Boston (District)","AL","s",38,16,45,56,2
"Brooke Charter School Mattapan (District)","03","e",30,15,53,60,2
"Brooke Charter School Mattapan (District)","03","m",58,12,30,60,0
"Brooke Charter School Mattapan (District)","05","e",8,33,50,48,8
"Brooke Charter School Mattapan (District)","05","m",15,31,38,48,17
"Brooke Charter School Mattapan (District)","05","s",8,54,33,48,4
"Brooke Charter School Mattapan (District)","06","e",18,15,68,40,0
"Brooke Charter School Mattapan (District)","06","m",60,13,25,40,3
"Brooke Charter School Mattapan (District)","07","e",44,0,56,25,0
"Brooke Charter School Mattapan (District)","07","m",20,16,64,25,0
"Brooke Charter School Mattapan (District)","AL","e",23,18,56,173,3
"Brooke Charter School Mattapan (District)","AL","m",41,18,36,173,5
"Brooke Charter School Mattapan (District)","AL","s",8,54,33,48,4
"Brooke Charter School Roslindale (District)","03","e",33,9,58,66,0
"Brooke Charter School Roslindale (District)","03","m",65,0,35,66,0
"Brooke Charter School Roslindale (District)","04","e",65,4,32,57,0
"Brooke Charter School Roslindale (District)","04","m",37,7,56,57,0
"Brooke Charter School Roslindale (District)","05","e",64,0,36,56,0
"Brooke Charter School Roslindale (District)","05","m",86,4,11,56,0
"Brooke Charter School Roslindale (District)","05","s",32,13,55,56,0
"Brooke Charter School Roslindale (District)","06","e",48,4,48,54,0
"Brooke Charter School Roslindale (District)","06","m",69,4,28,54,0
"Brooke Charter School Roslindale (District)","07","e",32,0,68,37,0
"Brooke Charter School Roslindale (District)","07","m",43,14,43,37,0
"Brooke Charter School Roslindale (District)","08","e",9,3,88,34,0
"Brooke Charter School Roslindale (District)","08","m",24,24,53,34,0
"Brooke Charter School Roslindale (District)","08","s",0,65,26,34,9
"Brooke Charter School Roslindale (District)","AL","e",45,4,52,304,0
"Brooke Charter School Roslindale (District)","AL","m",57,7,36,304,0
"Brooke Charter School Roslindale (District)","AL","s",20,32,44,90,3
"Brookfield","03","e",17,21,54,48,8
"Brookfield","03","m",26,17,47,47,11
"Brookfield","04","e",23,30,39,44,9
"Brookfield","04","m",16,40,38,45,7
"Brookfield","05","e",24,12,59,41,5
"Brookfield","05","m",41,29,24,41,5
"Brookfield","05","s",32,24,39,41,5
"Brookfield","06","e",8,18,74,38,0
"Brookfield","06","m",35,19,46,37,0
"Brookfield","AL","e",18,20,56,171,6
"Brookfield","AL","m",29,26,39,170,6
"Brookfield","AL","s",32,24,39,41,5
"Brookline","03","e",16,23,57,421,5
"Brookline","03","m",45,15,33,403,7
"Brookline","04","e",20,24,48,445,8
"Brookline","04","m",36,25,32,621,8
"Brookline","05","e",34,14,48,499,4
"Brookline","05","m",55,11,26,481,8
"Brookline","05","s",29,26,38,537,7
"Brookline","06","e",31,12,52,461,4
"Brookline","06","m",51,18,24,445,7
"Brookline","07","e",23,7,67,514,3
"Brookline","07","m",37,15,37,511,11
"Brookline","08","e",32,5,61,454,2
"Brookline","08","m",51,12,30,489,7
"Brookline","08","s",11,28,56,489,6
"Brookline","10","e",66,3,30,423,1
"Brookline","10","m",78,4,15,426,2
"Brookline","10","s",54,11,33,403,2
"Brookline","AL","e",31,12,52,3217,4
"Brookline","AL","m",49,15,28,3376,7
"Brookline","AL","s",30,23,43,1429,5
"Burlington","05","s",15,38,36,285,11
